藏匿	aaaa
零陵区	fwbfar
灵丘县	vorteg
灵山县	vommeg
灵石县	vodgeg
灵寿县	vodteg
陵水黎族自治县	bfiitqyteg
灵台县	vockeg
灵武市	vogaym
凌源市	ufidym
凌云县	uffceg
六安市	uypvym
留坝县	qyfmeg
柳北区	squxar
柳城县	sqfdeg
六合区	uywgar
柳河县	sqiseg
柳江区	sqiaar
柳林县	sqsseg
柳南区	sqfmar
六盘水市	uytuiiii
浏阳市	iybjym
六枝特区	uysfcfcf
柳州市	sqytym
龙安区	dxpvar
隆安县	btpveg
隆昌市	btjjym
龙城区	dxfdar
陇川县	bdkteg
龙川县	dxkteg
隆德县	bttfeg
龙凤区	dxwcar
龙岗区	dxmmar
龙港区	dxiaar
龙港市	dxiaym
龙海市	dxitym
龙湖区	dxidar
龙华区	dxwxar
隆化县	btwxeg
隆回县	btlkeg
龙江县	dxiaeg
龙井市	dxfjym
龙口市	dxkkym
龙里县	dxjfeg
隆林各族自治县	btsstkyteg
龙陵县	dxbfeg
龙马潭区	dxcgisis
龙门县	dxuyeg
陇南市	bdfmym
龙南市	dxfmym
龙泉市	dxriym
龙泉驿区	dxricgcg
龙沙区	dxiiar
龙山区	dxmmar
龙山县	dxmmeg
龙胜各族自治县	dxettkyteg
龙潭区	dxisar
龙亭区	dxypar
龙湾区	dxiyar
龙文区	dxyyar
陇西县	bdsgeg
龙圩区	dxfgar
龙岩市	dxmdym
隆阳区	btbjar
隆尧县	btateg
龙游县	dxiyeg
龙州县	dxyteg
龙子湖区	dxbbidid
隆子县	btbbeg
娄底市	ovoqym
娄烦县	ovodeg
娄星区	ovjtar
路北区	khuxar
潞城区	ikfdar
鹿城区	oxfdar
陆川县	bgkteg
鲁甸县	qgqleg
泸定县	ihpgeg
陆丰市	bgdhym
禄丰县	pydheg
陆河县	bgiseg
炉霍县	oyfweg
庐江县	oyiaeg
渌口区	ivkkar
陆良县	bgyveg
卢龙县	hndxeg
路南区	khfmar
路桥区	khstar
碌曲县	dvmaeg
鹿泉区	oxriar
禄劝彝族苗族自治县	pycexoyteg
庐山市	oymmym
芦山县	aymmeg
鲁山县	qgmmeg
卢氏县	hnqaeg
泸水市	ihiiym
芦淞区	ayisar
泸溪县	ihieeg
泸西县	ihsgeg
芦溪县	ayieeg
泸县	iheg
庐阳区	oybjar
鹿邑县	oxkceg
鹿寨县	oxpaeg
潞州区	ikytar
泸州市	ihytym
栾城区	yofdar
栾川县	yokteg
滦南县	iyfmeg
滦平县	iygueg
滦州市	iyytym
略阳县	ltbjeg
轮台县	lwckeg
萝北县	aluxeg
罗城仫佬族自治县	lqfdwtwfeg
洛川县	itkteg
罗甸县	lqqleg
罗定市	lqpgym
漯河市	ilisym
洛江区	itiaar
罗江区	lqiaar
洛龙区	itdxar
洛隆县	itbteg
洛南县	itfmeg
洛宁县	itpseg
罗平县	lqgueg
洛浦县	itiseg
罗山县	lqmmeg
罗田县	lqlleg
洛阳市	itbjym
罗源县	lqideg
洛扎县	itrneg
罗庄区	lqofar
绿春县	xvdweg
吕梁市	kkivym
旅顺口区	ytkdkkkk
绿园区	xvlfar
马鞍山市	cgafmmmm
马边彝族自治县	cgepxoyteg
麻城市	osfdym
马村区	cgsfar
玛多县	gcqqeg
马尔康市	cgqiovov
马关县	cgudeg
麻江县	osiaeg
麻栗坡县	osssfbfb
马龙区	cgdxar
玛纳斯县	gcxmdwdw
玛沁县	gcineg
玛曲县	gcmaeg
麻山区	osmmar
马山县	cgmmeg
马尾区	cgnear
麻阳苗族自治县	osbjalyteg
麻章区	osujar
麦盖提县	gtugrjrj
麦积区	gttkar
满城区	iafdar
满洲里市	iaiyjfjf
芒康县	ayoveg
芒市	ayym
茫崖市	aimdym
茅箭区	actuar
茂名市	adqkym
茂南区	adfmar
美姑县	ugvdeg
梅河口市	stiskkkk
梅江区	stiaar
美兰区	ugudar
梅里斯达斡尔族区	stjfdwdpar
梅列区	stgqar
眉山市	nhmmym
湄潭县	iniseg
眉县	nheg
梅县区	stegar
梅州市	stytym
门头沟区	uyudiqiq
门源回族自治县	uyidlkyteg
蒙城县	apfdeg
孟村回族自治县	blsflkyteg
勐海县	bliteg
孟津县	bliveg
勐腊县	bleaeg
孟连傣族拉祜族佤族自治县	bllpwdyteg
蒙山县	apmmeg
蒙阴县	apbeeg
孟州市	blytym
蒙自市	apthym
米东区	oyaiar
弥渡县	xqioeg
弥勒市	xqafym
米林县	oysseg
汨罗市	ijlqym
密山市	pnmmym
米易县	oyjqeg
密云区	pnfcar
米脂县	oyexeg
渑池县	ikibeg
冕宁县	jqpseg
勉县	qkeg
绵阳市	xrbjym
绵竹市	xrthym
民丰县	nadheg
闵行区	uytgar
民和回族土族自治县	natklkyteg
闽侯县	ujwneg
民乐县	natneg
民勤县	naakeg
闽清县	ujigeg
民权县	nasceg
明光市	jeigym
名山区	qkmmar
明山区	jemmar
明水县	jeiieg
明溪县	jeieeg
漠河市	iaisym
墨江哈尼族自治县	lfiakwnxeg
莫力达瓦达斡尔族自治旗	ajendpgnyt
墨脱县	lfeueg
墨玉县	lfgyeg
墨竹工卡县	lfthaahheg
牟定县	ctpgeg
沐川县	iskteg
牡丹江市	cfmyiaia
牡丹区	cfmyar
木兰县	ssudeg
木垒哈萨克自治县	sscckwabeg
木里藏族自治县	ssjfaayteg
穆棱市	trsfym
牟平区	ctguar
牧野区	ctjfar
那坡县	ngfbeg
那曲市	ngmaym
纳溪区	xmiear
纳雍县	xmyxeg
乃东区	bnaiar
奈曼旗	dfjlyt
南岸区	fmmdar
南安市	fmpvym
南澳县	fmiteg
南部县	fmukeg
南岔县	fmwveg
南昌县	fmjjeg
南城县	fmfdeg
南充市	fmycym
南川区	fmktar
南丹县	fmmyeg
南芬区	fmawar
南丰县	fmdheg
南岗区	fmmmar
南宫市	fmpkym
南关区	fmudar
南海区	fmitar
南和区	fmtkar
南湖区	fmidar
南华县	fmwxeg
南涧彝族自治县	fmiuxoyteg
南江县	fmiaeg
南靖县	fmugeg
南开区	fmgaar
南康区	fmovar
南乐县	fmtneg
南陵县	fmbfeg
南明区	fmjear
南木林县	fmssssss
南皮县	fmbneg
南票区	fmsfar
南平市	fmguym
南谯区	fmywar
南沙区	fmiiar
南山区	fmmmar
南溪区	fmiear
南雄市	fmdcym
南浔区	fmivar
南阳市	fmbjym
南岳区	fmrmar
南漳县	fmiueg
南召县	fmvkeg
南郑区	fmudar
囊谦县	gkyueg
讷河市	ymisym
内黄县	mwameg
内江市	mwiaym
内丘县	mwrteg
内乡县	mwxteg
嫩江市	vsiaym
尼勒克县	nxafdqdq
尼玛县	nxgceg
尼木县	nxsseg
碾子山区	dnbbmmmm
聂拉木县	bcrussss
聂荣县	bcapeg
宁安市	pspvym
宁城县	psfdeg
宁德市	pstfym
宁都县	psfteg
宁洱哈尼族彝族自治县	psibkwnxeg
宁国市	pslgym
宁海县	psiteg
宁河区	psisar
宁化县	pswxeg
宁江区	psiaar
宁晋县	psgoeg
宁津县	psiveg
宁蒗彝族自治县	psaixoyteg
宁陵县	psbfeg
宁明县	psjeeg
宁南县	psfmeg
宁强县	psxkeg
宁陕县	psbgeg
宁武县	psgaeg
宁乡市	psxtym
宁阳县	psbjeg
宁远县	psfqeg
农安县	pepveg
怒江傈僳族自治州	vciawswsyt
瓯海区	aritar
磐安县	tupveg
潘集区	itwyar
盘锦市	tuqrym
盘龙区	tudxar
盘山县	tummeg
磐石市	tudgym
番禺区	tojmar
攀枝花市	srsfawaw
盘州市	tuytym
蓬安县	atpveg
蓬江区	atiaar
蓬莱区	atagar
彭山区	fkmmar
彭水苗族土家族自治县	fkiialyteg
蓬溪县	atieeg
彭阳县	fkbjeg
彭泽县	fkiceg
彭州市	fkytym
郫都区	rtftar
皮山县	bnmmeg
邳州市	dhytym
偏关县	wyudeg
平安区	gupvar
平坝区	gufmar
屏边苗族自治县	nuepalyteg
平昌县	gujjeg
平城区	gufdar
平川区	guktar
平顶山市	gusdmmmm
平定县	gupgeg
平度市	guoaym
平房区	guynar
平谷区	guwwar
平桂区	gusfar
平果市	gujsym
平和县	gutkeg
平湖市	guidym
平江县	guiaeg
平乐县	gutneg
平利县	gutjeg
平凉市	guuyym
平鲁区	guqgar
平陆县	gubgeg
平罗县	gulqeg
屏南县	nufmeg
平南县	gufmeg
平桥区	gustar
平泉市	guriym
坪山区	fgmmar
平山区	gummar
屏山县	nummeg
平山县	gummeg
平顺县	gukdeg
平潭县	guiseg
平塘县	gufoeg
平武县	gugaeg
凭祥市	wtpyym
萍乡市	aixtym
平乡县	guxteg
平阳县	gubjeg
平遥县	gueteg
平邑县	gukceg
平阴县	gubeeg
平舆县	gueleg
平原县	gudreg
平远县	gufqeg
坡头区	fbudar
鄱阳县	tobjeg
普安县	uopveg
浦北县	isuxeg
浦城县	isfdeg
蒲城县	aifdeg
普定县	uopgeg
普洱市	uoibym
普格县	uosteg
浦江县	isiaeg
蒲江县	aiiaeg
浦口区	iskkar
普兰店区	uoudohoh
普兰县	uoudeg
普宁市	uopsym
莆田市	asllym
濮阳市	iwbjym
濮阳县	iwbjeg
淇滨区	idipar
蕲春县	audweg
启东市	ynaiym
祁东县	pyaieg
齐河县	yjiseg
綦江区	dwiaar
七里河区	agjfisis
祁连县	pylpeg
麒麟区	oxoxar
祁门县	pyuyeg
岐山县	mfmmeg
七台河市	agckisis
奇台县	dsckeg
栖霞区	ssfnar
栖霞市	ssfnym
七星关区	agjtudud
七星区	agjtar
祁阳县	pybjeg
迁安市	tfpvym
乾安县	fjpveg
黔东南苗族侗族自治州	lfaifmalyt
前锋区	ueqtar
前郭尔罗斯蒙古族自治县	ueybqilqeg
黔江区	lfiaar
潜江市	igiaym
前进区	uefjar
黔南布依族苗族自治州	lffmdmwyyt
千山区	tfmmar
潜山市	igmmym
犍为县	cvyeeg
黔西南布依族苗族自治州	lfsgfmdmyt
迁西县	tfsgeg
黔西县	lfsgeg
乾县	fjeg
千阳县	tfbjeg
谯城区	ywfdar
桥东区	staiar
巧家县	agpgeg
硚口区	dtkkar
桥西区	stsgar
且末县	eggseg
茄子河区	aebbisis
秦安县	dwpveg
钦北区	qquxar
秦都区	dwftar
秦淮区	dwiwar
秦皇岛市	dwrgqmqm
钦南区	qqfmar
沁水县	iniieg
覃塘区	sjfoar
沁县	ineg
沁阳市	inbjym
沁源县	inideg
秦州区	dwytar
钦州市	qqytym
庆安县	odpveg
青白江区	gerriaia
清城区	igfdar
庆城县	odfdeg
青川县	gekteg
清丰县	igdheg
青冈县	gemreg
清河门区	igisuyuy
清河区	igisar
清河县	igiseg
青河县	geiseg
清涧县	igiueg
清江浦区	igiaisis
清流县	igiyeg
青龙满族自治县	gedxiayteg
晴隆县	jgbteg
青浦区	geisar
青山湖区	gemmidid
青山区	gemmar
青神县	gepyeg
清水河县	igiiisis
清水县	igiieg
青田县	gelleg
青铜峡市	geqmmgmg
清新区	igusar
青秀区	getbar
清徐县	igtweg
青羊区	geuyar
庆阳市	odbjym
青阳县	gebjeg
清原满族自治县	igdriayteg
清苑区	igaqar
青原区	gedrar
清远市	igfqym
庆元县	odfqeg
青云谱区	gefcyuyu
庆云县	odfceg
清镇市	igqfym
青州市	geytym
琼海市	gyitym
琼结县	gyxfeg
邛崃市	abmgym
琼山区	gymmar
琼中黎族苗族自治县	gykhtqyteg
丘北县	rtuxeg
邱县	rbeg
曲阜市	matnym
曲江区	maiaar
衢江区	thiaar
曲靖市	maugym
曲麻莱县	maosagag
曲水县	maiieg
曲松县	masweg
曲沃县	maiteg
曲阳县	mabjeg
衢州市	thytym
曲周县	mamfeg
泉港区	riiaar
全椒县	wgsheg
全南县	wgfmeg
泉山区	rimmar
全州县	wgyteg
确山县	dqmmeg
让胡路区	yhdekhkh
壤塘县	fyfoeg
饶河县	qniseg
饶平县	qngueg
饶阳县	qnbjeg
仁布县	wfdmeg
任城区	wtfdar
仁和区	wftkar
仁化县	wfwxeg
仁怀市	wfndym
任丘市	wtrtym
仁寿县	wfdteg
任泽区	wticar
日喀则市	jjkpmjmj
日土县	jjffeg
日照市	jjjvym
融安县	gkpveg
荣昌区	apjjar
榕城区	spfdar
荣成市	apdnym
容城县	pwfdeg
榕江县	spiaeg
融水苗族自治县	gkiialyteg
汝城县	ivfdeg
如东县	vkaieg
如皋市	vkrdym
汝南县	ivfmeg
乳山市	ebmmym
汝阳县	ivbjeg
乳源瑶族自治县	ebidgeyteg
汝州市	ivytym
瑞安市	gmpvym
瑞昌市	gmjjym
芮城县	amfdeg
瑞金市	gmqqym
瑞丽市	gmgmym
润州区	iuytar
若尔盖县	adqiugug
若羌县	aduneg
萨尔图区	abqiltlt
萨嘎县	abkdeg
萨迦县	abekeg
赛罕区	papwar
三都水族自治县	dgftiiyteg
三河市	dgisym
三江侗族自治县	dgiawmyteg
三门峡市	dguymgmg
三门县	dguyeg
三明市	dgjeym
三沙市	dgiiym
三水区	dgiiar
三穗县	dgtgeg
三台县	dgckeg
三亚市	dggoym
三元区	dgfqar
三原县	dgdreg
桑日县	ccjjeg
桑植县	ccsfeg
桑珠孜区	ccgtbtbt
色达县	qcdpeg
色尼区	qcnxar
莎车县	ailgeg
沙河口区	iiiskkkk
沙河市	iiisym
沙坪坝区	iifgfmfm
沙坡头区	iifbudud
沙市区	iiymar
沙湾区	iiiyar
沙湾县	iiiyeg
沙雅县	iiaheg
沙洋县	iiiueg
沙依巴克区	iiwycndqar
山城区	mmfdar
山丹县	mmmyeg
山海关区	mmitudud
山南市	mmfmym
鄯善县	uuuueg
山亭区	mmypar
汕尾市	imneym
山阳区	mmbjar
山阳县	mmbjeg
山阴县	mmbeeg
陕州区	bgytar
上蔡县	hhaweg
上城区	hhfdar
商城县	yufdeg
上党区	hhipar
商都县	yufteg
上高县	hhymeg
上杭县	hhsyeg
商河县	yuiseg
上街区	hhtfar
上栗县	hhsseg
上林县	hhsseg
商洛市	yuitym
商南县	yufmeg
商丘市	yurtym
上饶市	hhqnym
商水县	yuiieg
上思县	hhlneg
尚义县	imyreg
上犹县	hhqteg
上虞区	hhhkar
尚志市	imfnym
商州区	yuytar
邵东市	vkaiym
韶关市	ujudym
韶山市	ujmmym
邵武市	vkgaym
绍兴市	xvigym
邵阳市	vkbjym
邵阳县	vkbjeg
射洪市	tmiaym
社旗县	pyyteg
射阳县	tmbjeg
沈北新区	ipuxusus
神池县	pyibeg
沈河区	ipisar
神木市	pyssym
神农架林区	pypeekssar
沈丘县	iprteg
深泽县	ipiceg
申扎县	jhrneg
深州市	ipytym
嵊泗县	mtileg
嵊州市	mtytym
市北区	ymuxar
施秉县	yttveg
石城县	dgfdeg
施甸县	ytqleg
什邡市	wfybym
石峰区	dgmtar
石鼓区	dgfkar
石拐区	dgrkar
浉河区	ijisar
石景山区	dgjymmmm
石林彝族自治县	dgssxoyteg
石龙区	dgdxar
石楼县	dgsoeg
石门县	dguyeg
石棉县	dgsreg
市南区	ymfmar
石屏县	dgnueg
石阡县	dgbteg
石渠县	dgiaeg
石泉县	dgrieg
石狮市	dgqtym
石首市	dgutym
石台县	dgckeg
始兴县	vcigeg
十堰市	fgfaym
市中区	ymkhar
石柱土家族自治县	dgsyffpgeg
师宗县	jgpfeg
石嘴山市	dgkhmmmm
寿光市	dtigym
寿宁县	dtpseg
寿县	dteg
寿阳县	dtbjeg
舒城县	wffdeg
疏附县	nhbweg
舒兰市	wfudym
疏勒县	nhafeg
蜀山区	lqmmar
沭阳县	isbjeg
双柏县	ccsreg
双城区	ccfdar
双峰县	ccmteg
双河市	ccisym
双湖县	ccideg
双辽市	ccbpym
双流区	cciyar
双滦区	cciyar
双牌县	cctheg
双桥区	ccstar
双清区	ccigar
双塔区	ccfaar
双台子区	ccckbbbb
双鸭山市	cclqmmmm
双阳区	ccbjar
水城区	iifdar
水富市	iipgym
水磨沟区	iiosiqiq
顺昌县	kdjjeg
顺城区	kdfdar
顺德区	kdtfar
顺河回族区	kdislkytar
顺平县	kdgueg
顺庆区	kdodar
朔城区	ubfdar
朔州市	ubytym
四方台区	lhyyckck
泗洪县	iliaeg
四会市	lhwfym
思茅区	lnacar
思明区	lnjear
思南县	lnfmeg
四平市	lhguym
泗水县	iliieg
泗县	ileg
泗阳县	ilbjeg
四子王旗	lhbbgggg
松北区	swuxar
松江区	swiaar
嵩明县	myjeeg
松潘县	switeg
松山区	swmmar
松桃苗族自治县	swsqalyteg
松溪县	swieeg
松阳县	swbjeg
松原市	swdrym
松滋市	swiuym
肃北蒙古族自治县	vhuxapdgeg
宿城区	pwfdar
苏家屯区	aepggbgb
肃南裕固族自治县	vhfmpuldeg
苏尼特右旗	aenxcfdkyt
苏尼特左旗	aenxcfdayt
肃宁县	vhpseg
宿迁市	pwtfym
宿松县	pwsweg
苏仙区	aewmar
宿豫区	pwcnar
肃州区	vhytar
宿州市	pwytym
绥滨县	xeipeg
遂昌县	uejjeg
遂川县	uekteg
绥德县	xetfeg
绥芬河市	xeawisis
绥化市	xewxym
绥江县	xeiaeg
绥棱县	xesfeg
遂宁市	uepsym
睢宁县	hwpseg
绥宁县	xepseg
遂平县	uegueg
濉溪县	ihieeg
遂溪县	ueieeg
睢阳区	hwbjar
绥阳县	xebjeg
绥中县	xekheg
随州市	bdytym
孙吴县	bikgeg
索县	fpeg
塔城地区	fafdfbfb
塔城市	fafdym
塔河县	faiseg
塔什库尔干塔吉克自治县	fawfolqieg
台安县	ckpveg
太白县	dyrreg
太仓市	dywbym
台儿庄区	ckqtofof
太谷区	dywwar
太和区	dytkar
太和县	dytkeg
泰和县	dwtkeg
太湖县	dyideg
台江区	ckiaar
台江县	ckiaeg
太康县	dyoveg
泰来县	dwgueg
泰宁县	dwpseg
太平区	dyguar
太仆寺旗	dywhffff
台前县	ckueeg
泰山区	dwmmar
台山市	ckmmym
泰顺县	dwkdeg
泰兴市	dwigym
泰州市	dwytym
太子河区	dybbisis
郯城县	oofdeg
唐河县	oviseg
汤旺县	injgeg
汤阴县	inbeeg
汤原县	indreg
洮北区	iquxar
桃城区	sqfdar
桃江县	sqiaeg
洮南市	iqfmym
桃山区	sqmmar
桃源县	sqideg
特克斯县	cfdqdwdw
腾冲市	euukym
滕州市	euytym
天长市	gdtaym
天等县	gdtfeg
田东县	llaieg
天峨县	gdmteg
天河区	gdisar
田家庵区	llpgodod
天峻县	gdmceg
田林县	llsseg
天门市	gduyym
天宁区	gdpsar
天桥区	gdstar
天全县	gdwgeg
天山区	gdmmar
天水市	gdiiym
天台县	gdckeg
天心区	gdnyar
天涯区	gdidar
田阳区	llbjar
天元区	gdfqar
天镇县	gdqfeg
天柱县	gdsyeg
天祝藏族自治县	gdpyaayteg
铁东区	qtaiar
铁锋区	qtqtar
铁力市	qtenym
铁岭市	qtmwym
铁岭县	qtmweg
铁门关市	qtuyudud
铁山港区	qtmmiaia
铁山区	qtmmar
铁西区	qtsgar
亭湖区	ypidar
同安区	mgpvar
桐柏县	smsreg
桐城市	smfdym
通城县	cefdeg
通川区	cektar
铜川市	qmktym
通道侗族自治县	ceutwmyteg
同德县	mgtfeg
铜鼓县	qmfkeg
铜官区	qmpnar
潼关县	iuudeg
通海县	ceiteg
通河县	ceiseg
通化市	cewxym
通化县	cewxeg
同江市	mgiaym
通江县	ceiaeg
铜梁区	qmivar
通辽市	cebpym
铜陵市	qmbfym
桐庐县	smoyeg
潼南区	iufmar
同仁市	mgwfym
铜仁市	qmwfym
铜山区	qmmmar
通山县	cemmeg
通渭县	ceileg
桐乡市	smxtym
同心县	mgnyeg
通许县	ceyteg
通榆县	cesweg
通州区	ceytar
桐梓县	smsueg
头屯河区	udgbisis
吐鲁番市	kfqgtoto
图们市	ltwuym
土默特右旗	fflfcfdkyt
土默特左旗	fflfcfdayt
图木舒克市	ltsswfdqym
突泉县	pwrieg
团风县	lfwreg
屯昌县	gbjjeg
屯留区	gbqyar
屯溪区	gbiear
托克托县	rtdqrtrt
托克逊县	rtdqbibi
托里县	rtjfeg
瓦房店市	gnynohoh
万安县	gqpveg
万柏林区	gqsrssss
宛城区	pqfdar
万年县	gqtgeg
万宁市	gqpsym
万全区	gqwgar
万荣县	gqapeg
万山区	gqmmar
万秀区	gqtbar
万源市	gqidym
万载县	gqfaeg
湾沚区	iyihar
万州区	gqytar
旺苍县	jgaweg
望城区	ynfdar
望都县	ynfteg
望花区	ynawar
望江县	yniaeg
望奎县	yndfeg
望谟县	ynyaeg
汪清县	igigeg
王益区	gguwar
卫滨区	bgipar
渭滨区	ilipar
围场满族蒙古族自治县	lffniayteg
渭城区	ilfdar
潍城区	ixfdar
卫东区	bgaiar
魏都区	tvftar
潍坊市	ixfyym
卫辉市	bgigym
渭南市	ilfmym
威宁彝族回族苗族自治县	dgpsxoyteg
微山县	tmmmeg
巍山彝族回族自治县	mtmmxoyteg
尉氏县	nfqaeg
维西傈僳族自治县	xwsgwswseg
威信县	dgwyeg
未央区	fgmdar
威远县	dgfqeg
渭源县	ilideg
文安县	yypveg
文昌市	yyjjym
文成县	yydneg
汶川县	iykteg
文登区	yywgar
文峰区	yymtar
温江区	ijiaar
温岭市	ijmwym
温泉县	ijrieg
文山市	yymmym
文山壮族苗族自治州	yymmufytyt
汶上县	iyhheg
文圣区	yycfar
文水县	yyiieg
温宿县	ijpweg
闻喜县	ubfkeg
瓮安县	wcpveg
翁牛特旗	wctgcfcf
翁源县	wcideg
卧龙区	ahdxar
武安市	gapvym
吴堡县	kgwkeg
武昌区	gajjar
五常市	ggipym
婺城区	cnfdar
武城县	gafdeg
务川仡佬族苗族自治县	tektwtwfeg
吴川市	kgktym
武川县	gakteg
乌翠区	tnnyar
五大连池市	ggddlpibym
乌达区	tndpar
乌当区	tnivar
无棣县	fqsveg
武定县	gapgeg
武都区	gaftar
乌尔禾区	tnqitttt
五峰土家族自治县	ggmtffpgeg
武冈市	gamrym
舞钢市	tgqmym
武功县	gaaeeg
乌海市	tnitym
五河县	ggiseg
武侯区	gawnar
芜湖市	afidym
五华区	ggwxar
五华县	ggwxeg
无极县	fqsbeg
伍家岗区	wgpgmmmm
五家渠市	ggpgiaia
吴江区	kgiaar
武江区	gaiaar
武进区	gafjar
乌拉特后旗	tnrucfrgyt
乌拉特前旗	tnrucfueyt
乌拉特中旗	tnrucfkhyt
乌兰察布市	tnudpwdmym
乌兰浩特市	tnuditcfym
乌兰县	tnudeg
五莲县	ggaleg
武陵区	gabfar
武陵源区	gabfidid
武隆区	gabtar
乌鲁木齐市	tnqgssyjym
乌鲁木齐县	tnqgssyjeg
武鸣区	gakqar
武宁县	gapseg
武平县	gagueg
吴起县	kgfheg
乌恰县	tnnweg
武强县	gaxkeg
吴桥县	kgsteg
武清区	gaigar
巫山县	awmmeg
武山县	gammeg
乌审旗	tnpjyt
武胜县	gaeteg
乌什县	tnwfeg
乌苏市	tnaeym
五台县	ggckeg
五通桥区	ggcestst
无为市	fqyeym
武威市	gadgym
巫溪县	awieeg
武乡县	gaxteg
吴兴区	kgigar
武宣县	gapgeg
武穴市	gapwym
舞阳县	tgbjeg
武夷山市	gagxmmmm
武义县	gayreg
武邑县	gakceg
五原县	ggdreg
婺源县	cnideg
五寨县	ggpaeg
五指山市	ggrxmmmm
武陟县	gabheg
吴中区	kgkhar
吴忠市	kgkhym
梧州市	sgytym
西安区	sgpvar
西昌市	sgjjym
西充县	sgyceg
西畴县	sgldeg
淅川县	iskteg
喜德县	fktfeg
西峰区	sgmtar
息烽县	thoteg
西丰县	sgdheg
西岗区	sgmmar
西工区	sgaaar
西固区	sgldar
细河区	xlisar
西和县	sgtkeg
溪湖区	ieidar
西湖区	sgidar
西华县	sgwxeg
西吉县	sgfkeg
锡林郭勒盟	qjssybafje
锡林浩特市	qjssitcfym
西林县	sgsseg
西陵区	sgbfar
西盟佤族自治县	sgjewgyteg
西宁市	sgpsym
西平县	sggueg
西青区	sggear
西塞山区	sgpammmm
西沙区	sgiiar
西山区	sgmmar
锡山区	qjmmar
西市区	sgymar
西双版纳傣族自治州	sgccthxmyt
习水县	nuiieg
浠水县	iriieg
西乌珠穆沁旗	sgtngttryt
西夏区	sgdhar
西峡县	sgmgeg
隰县	bjeg
西乡塘区	sgxtfofo
西乡县	sgxteg
西秀区	sgtbar
昔阳县	ajbjeg
下城区	ghfdar
夏河县	dhiseg
下花园区	ghawlflf
峡江县	mgiaeg
夏津县	dhiveg
下陆区	ghbgar
霞浦县	fniseg
霞山区	fnmmar
夏邑县	dhkceg
咸安区	dgpvar
咸丰县	dgdheg
仙居县	wmndeg
咸宁市	dgpsym
仙桃市	wmsqym
咸阳市	dgbjym
仙游县	wmiyeg
翔安区	unpvar
相城区	shfdar
芗城区	axfdar
襄城区	ykfdar
项城市	adfdym
乡城县	xtfdeg
襄城县	ykfdeg
湘东区	isaiar
襄都区	ykftar
香坊区	tjfyar
襄汾县	ykiweg
祥符区	pytwar
香格里拉市	tjstjfruym
香河县	tjiseg
镶黄旗	qyamyt
乡宁县	xtpseg
湘桥区	isstar
相山区	shmmar
象山区	qkmmar
象山县	qkmmeg
响水县	ktiieg
湘潭市	isisym
湘潭县	isiseg
湘西土家族苗族自治州	issgffpgyt
湘乡市	isxtym
向阳区	tmbjar
襄阳市	ykbjym
湘阴县	isbeeg
襄垣县	ykfgeg
祥云县	pyfceg
襄州区	ykytar
香洲区	tjiyar
象州县	qkyteg
孝昌县	ftjjeg
小店区	ihohar
孝感市	ftdgym
小金县	ihqqeg
孝南区	ftfmar
萧山区	avmmar
猇亭区	qtypar
孝义市	ftyrym
谢家集区	ytpgwywy
谢通门县	ytceuyuy
新安县	uspveg
新巴尔虎右旗	uscnqihwyt
新巴尔虎左旗	uscnqihwyt
新北区	usuxar
新宾满族自治县	uspriayteg
新蔡县	usaweg
新昌县	usjjeg
新城区	usfdar
忻城县	nrfdeg
信都区	wyftar
新都区	usftar
信丰县	wydheg
新丰县	usdheg
忻府区	nrowar
新抚区	usrfar
新干县	usfgeg
新和县	ustkeg
新河县	usiseg
新华区	uswxar
新化县	uswxeg
新晃侗族自治县	usjiwmyteg
新会区	uswfar
辛集市	uywyym
新建区	usvgar
新绛县	usxteg
新津区	usivar
新乐市	ustnym
新龙县	usdxeg
新罗区	uslqar
新密市	uspnym
新民市	usnaym
新宁县	uspseg
新平彝族傣族自治县	usguxoyteg
新邱区	usrbar
新荣区	usapar
新邵县	usvkeg
新市区	usymar
新泰市	usdwym
新田县	uslleg
新吴区	uskgar
新乡县	usxteg
新兴区	usigar
新兴县	usigeg
信阳市	wybjym
新野县	usjfeg
信宜市	wypeym
新沂市	usirym
新余市	uswgym
新源县	usideg
新郑市	usudym
信州区	wyytar
新洲区	usiyar
忻州市	nrytym
兴安盟	igpvje
兴安区	igpvar
兴安县	igpveg
兴宾区	igprar
兴城市	igfdym
兴国县	iglgeg
兴海县	igiteg
兴和县	igtkeg
杏花岭区	skawmwmw
兴化市	igwxym
兴隆台区	igbtckck
兴隆县	igbteg
兴宁区	igpsar
兴宁市	igpsym
兴平市	igguym
兴庆区	igodar
兴仁市	igwfym
兴山区	igmmar
兴山县	igmmeg
邢台市	gackym
行唐县	tgoveg
兴文县	igyyeg
荥阳市	apbjym
兴业县	igoheg
兴义市	igyrym
秀峰区	tbmtar
休宁县	wspseg
秀山土家族苗族自治县	tbmmffpgeg
修水县	whiieg
修文县	whyyeg
修武县	whgaeg
岫岩满族自治县	mmmdiayteg
